Home_Team,Away_Team,Actual_Total,Closing_Total,Error,Abs_Error
Omaha,Kansas City,146,280.0,134.0,134.0
North Dakota,Denver,170,344.0,174.0,174.0
Ohio,Eastern Michigan,134,268.0,134.0,134.0
Southern Miss,Louisiana-Monroe,128,242.0,114.0,114.0
Yale,Dartmouth,94,198.0,104.0,104.0
American,Lehigh,114,222.0,108.0,108.0
Appalachian State,Georgia Southern,156,306.0,150.0,150.0
Arizona State,USC,149,300.0,151.0,151.0
Ball State,Miami (OH),167,344.0,177.0,177.0
Binghamton,UMass-Lowell,140,272.0,132.0,132.0
Boston University,Colgate,139,278.0,139.0,139.0
Bowling Green State,Western Michigan,163,330.0,167.0,167.0
Brown,Cornell,167,340.0,173.0,173.0
Bryant,Albany (NY),126,254.0,128.0,128.0
Bucknell,Lafayette,123,242.0,119.0,119.0
Buffalo,Western Michigan,129,250.0,121.0,121.0
Charleston Southern,High Point,131,262.0,131.0,131.0
Chattanooga,ETSU,102,194.0,92.0,92.0
Cleveland State,Purdue Fort Wayne,143,262.0,119.0,119.0
Colgate,Boston University,134,272.0,138.0,138.0
Columbia,Princeton,132,272.0,140.0,140.0
Coppin State,Morgan State,114,208.0,94.0,94.0
Cornell,Brown,117,226.0,109.0,109.0
Delaware State,Maryland-Eastern Shore,121,248.0,127.0,127.0
Drexel,Delaware,153,324.0,171.0,171.0
East Carolina,SMU,129,258.0,129.0,129.0
Furman,Western Carolina,127,248.0,121.0,121.0
Georgetown,Xavier,126,250.0,124.0,124.0
Harvard,Penn,125,262.0,137.0,137.0
Holy Cross,Loyola (MD),164,322.0,158.0,158.0
Houston Christian,Lamar,119,232.0,113.0,113.0
Howard,Norfolk State,133,262.0,129.0,129.0
James Madison,Old Dominion,136,264.0,128.0,128.0
Lafayette,Bucknell,147,296.0,149.0,149.0
Lindenwood,Eastern Illinois,128,270.0,142.0,142.0
Niagara,Quinnipiac,164,330.0,166.0,166.0
North Carolina A&T,William & Mary,145,288.0,143.0,143.0
North Dakota State,Oral Roberts,139,276.0,137.0,137.0
Northern Illinois,Central Michigan,127,240.0,113.0,113.0
Presbyterian,Longwood,135,278.0,143.0,143.0
Princeton,Columbia,145,290.0,145.0,145.0
Radford,USC Upstate,125,248.0,123.0,123.0
St. Joseph's,Duquesne,140,308.0,168.0,168.0
Siena,Iona,133,268.0,135.0,135.0
South Carolina State,North Carolina Central,136,266.0,130.0,130.0
USC Upstate,Radford,125,246.0,121.0,121.0
South Dakota,South Dakota State,128,266.0,138.0,138.0
Southeast Missouri State,SIU-Edwardsville,158,316.0,158.0,158.0
Southeastern Louisiana,East Texas A&M,114,216.0,102.0,102.0
Southern Indiana,Morehead State,125,258.0,133.0,133.0
Stetson,Queens (NC),144,282.0,138.0,138.0
Western Illinois,Tennessee State,150,316.0,166.0,166.0
Winthrop,Gardner-Webb,111,232.0,121.0,121.0
Wofford,Furman,120,236.0,116.0,116.0
Austin Peay,Lipscomb,112,234.0,122.0,122.0
Denver,North Dakota,146,292.0,146.0,146.0
Georgia Southern,Georgia State,156,320.0,164.0,164.0
Incarnate Word,McNeese State,122,248.0,126.0,126.0
Jacksonville,Kennesaw State,162,316.0,154.0,154.0
Longwood,Presbyterian,150,294.0,144.0,144.0
Louisiana,Troy,122,252.0,130.0,130.0
Louisiana Tech,Jacksonville State,120,238.0,118.0,118.0
Loyola (IL),St. Bonaventure,128,252.0,124.0,124.0
Loyola (MD),Holy Cross,122,236.0,114.0,114.0
Mississippi State,Vanderbilt,123,250.0,127.0,127.0
Kansas City,Omaha,162,342.0,180.0,180.0
New Orleans,Northwestern State,115,220.0,105.0,105.0
Oral Roberts,North Dakota State,159,318.0,159.0,159.0
Sam Houston,Liberty,161,334.0,173.0,173.0
SMU,Tulsa,173,346.0,173.0,173.0
Tarleton State,Texas-Rio Grande Valley,118,240.0,122.0,122.0
UT Arlington,Abilene Christian,139,268.0,129.0,129.0
Texas State,Arkansas State,110,224.0,114.0,114.0
Tulane,Rice,105,208.0,103.0,103.0
Tulsa,Wichita State,163,334.0,171.0,171.0
Western Kentucky,UTEP,131,272.0,141.0,141.0
Abilene Christian,UT Arlington,145,312.0,167.0,167.0
Air Force,New Mexico,151,306.0,155.0,155.0
Appalachian State,Coastal Carolina,147,296.0,149.0,149.0
Butler,DePaul,134,270.0,136.0,136.0
Charlotte,North Texas,100,196.0,96.0,96.0
Cincinnati,West Virginia,115,232.0,117.0,117.0
Davidson,Richmond,133,264.0,131.0,131.0
Detroit Mercy,Youngstown State,169,340.0,171.0,171.0
Utah Tech,Utah Valley,107,226.0,119.0,119.0
Eastern Kentucky,North Alabama,125,242.0,117.0,117.0
Florida Gulf Coast,Kennesaw State,158,326.0,168.0,168.0
Florida State,Clemson,145,302.0,157.0,157.0
Grambling,Southern,114,226.0,112.0,112.0
Grand Canyon,Seattle,157,296.0,139.0,139.0
Jackson State,Prairie View,145,284.0,139.0,139.0
Marist,Fairfield,106,224.0,118.0,118.0
Montana State,Montana,119,238.0,119.0,119.0
Nevada,Fresno State,125,242.0,117.0,117.0
UNC Greensboro,Wofford,141,278.0,137.0,137.0
Northern Arizona,Sacramento State,131,270.0,139.0,139.0
Northern Kentucky,Wright State,173,350.0,177.0,177.0
Rider,Mount St. Mary's,113,224.0,111.0,111.0
Santa Clara,San Francisco,131,258.0,127.0,127.0
Towson,Campbell,120,236.0,116.0,116.0
Utah Valley,Utah Tech,155,302.0,147.0,147.0
Cal Poly,Cal State Bakersfield,147,308.0,161.0,161.0
Cal State Northridge,UC-Riverside,103,204.0,101.0,101.0
California,Washington State,156,322.0,166.0,166.0
UC-Davis,UC-Irvine,106,224.0,118.0,118.0
UC-Irvine,UC-Davis,140,288.0,148.0,148.0
Cleveland State,IU Indianapolis,148,292.0,144.0,144.0
Idaho,Weber State,117,238.0,121.0,121.0
Jacksonville State,Louisiana Tech,131,262.0,131.0,131.0
Lehigh,American,138,268.0,130.0,130.0
Lipscomb,North Alabama,167,336.0,169.0,169.0
Loyola Marymount,San Diego,127,244.0,117.0,117.0
North Florida,Queens (NC),166,342.0,176.0,176.0
Pacific,Pepperdine,121,238.0,117.0,117.0
Portland State,Northern Colorado,125,252.0,127.0,127.0
Sacramento State,Northern Arizona,149,300.0,151.0,151.0
Georgia Tech,Virginia,141,280.0,139.0,139.0
James Madison,Marshall,119,242.0,123.0,123.0
Northern Kentucky,Green Bay,126,248.0,122.0,122.0
Penn,Harvard,131,270.0,139.0,139.0
Samford,Mercer,167,322.0,155.0,155.0
San Diego State,San Jose State,114,230.0,116.0,116.0
UC-San Diego,Hawaii,128,272.0,144.0,144.0
Colorado,Oregon State,147,286.0,139.0,139.0
Eastern Kentucky,Bellarmine,152,298.0,146.0,146.0
Florida Gulf Coast,Stetson,136,276.0,140.0,140.0
High Point,Charleston Southern,165,332.0,167.0,167.0
Kansas State,Oklahoma State,136,274.0,138.0,138.0
Liberty,Sam Houston,148,300.0,152.0,152.0
UNC Wilmington,College of Charleston,147,300.0,153.0,153.0
Old Dominion,Louisiana-Monroe,153,316.0,163.0,163.0
South Dakota State,South Dakota,128,260.0,132.0,132.0
South Florida,North Texas,126,250.0,124.0,124.0
Texas-Rio Grande Valley,Tarleton State,150,306.0,156.0,156.0
Wright State,Milwaukee,176,368.0,192.0,192.0
UC-Riverside,Cal State Northridge,145,288.0,143.0,143.0
Idaho State,Eastern Washington,146,284.0,138.0,138.0
Northern Colorado,Portland State,151,312.0,161.0,161.0
Northern Iowa,Southern Illinois,118,234.0,116.0,116.0
Cal State Fullerton,UCSB,147,276.0,129.0,129.0
Stanford,Washington,170,348.0,178.0,178.0
UTEP,Western Kentucky,180,356.0,176.0,176.0
Weber State,Idaho,153,306.0,153.0,153.0
Cal State Bakersfield,Cal Poly,118,238.0,120.0,120.0
San Diego,Gonzaga,168,338.0,170.0,170.0
Seattle,Grand Canyon,165,336.0,171.0,171.0
LSU,South Carolina,146,288.0,142.0,142.0
Clemson,NC State,120,244.0,124.0,124.0
Oregon State,Arizona,163,324.0,161.0,161.0
Illinois,Ohio State,126,258.0,132.0,132.0
Notre Dame,Syracuse,144,294.0,150.0,150.0
Santa Clara,Gonzaga,127,246.0,119.0,119.0
Louisville,Boston College,148,306.0,158.0,158.0
Virginia Tech,Georgia Tech,156,308.0,152.0,152.0
UNC,Miami (FL),127,260.0,133.0,133.0
Duke,Florida State,134,272.0,138.0,138.0
Albany (NY),Maine,101,218.0,117.0,117.0
Campbell,Elon,146,290.0,144.0,144.0
Florida Atlantic,East Carolina,152,302.0,150.0,150.0
Furman,Samford,126,252.0,126.0,126.0
Maine,Albany (NY),154,306.0,152.0,152.0
Manhattan,Marist,114,234.0,120.0,120.0
UMass-Lowell,Vermont,137,260.0,123.0,123.0
NJIT,Bryant,125,242.0,117.0,117.0
Oakland,Cleveland State,142,274.0,132.0,132.0
St. Peter's,Mount St. Mary's,101,210.0,109.0,109.0
Austin Peay,Stetson,93,200.0,107.0,107.0
Illinois State,Northern Iowa,165,330.0,165.0,165.0
Louisiana-Monroe,South Alabama,146,290.0,144.0,144.0
Ole Miss,Florida,151,302.0,151.0,151.0
North Texas,SMU,134,278.0,144.0,144.0
Sam Houston,New Mexico State,146,284.0,138.0,138.0
South Alabama,Texas State,107,216.0,109.0,109.0
Stephen F. Austin,Grand Canyon,104,216.0,112.0,112.0
Wichita State,UAB,164,332.0,168.0,168.0
Northern Arizona,Idaho,118,238.0,120.0,120.0
Eastern Washington,Northern Colorado,151,310.0,159.0,159.0
Loyola Marymount,Portland,157,292.0,135.0,135.0
Pacific,Saint Mary's,105,216.0,111.0,111.0
San Francisco,Loyola Marymount,109,212.0,103.0,103.0
Santa Clara,Pepperdine,165,314.0,149.0,149.0
Vermont,UMass-Lowell,115,234.0,119.0,119.0
UC-Irvine,Long Beach State,133,278.0,145.0,145.0
FDU,Central Connecticut,136,270.0,134.0,134.0
Quinnipiac,Fairfield,133,274.0,141.0,141.0
Appalachian State,Georgia Southern,158,330.0,172.0,172.0
Little Rock,Lindenwood,95,202.0,107.0,107.0
Bellarmine,North Florida,134,282.0,148.0,148.0
Binghamton,New Hampshire,136,278.0,142.0,142.0
Bryant,NJIT,137,274.0,137.0,137.0
Eastern Illinois,Tennessee Tech,144,274.0,130.0,130.0
Jacksonville,Eastern Kentucky,110,218.0,108.0,108.0
Louisiana,Coastal Carolina,118,228.0,110.0,110.0
Louisiana-Monroe,Arkansas State,160,338.0,178.0,178.0
Old Dominion,Appalachian State,117,232.0,115.0,115.0
Southern Indiana,Western Illinois,142,286.0,144.0,144.0
Stonehill,Saint Francis (PA),123,250.0,127.0,127.0
Stony Brook,Monmouth,137,274.0,137.0,137.0
UT-Martin,Southeast Missouri State,96,206.0,110.0,110.0
Wofford,Mercer,129,252.0,123.0,123.0
Bradley,Drake,142,286.0,144.0,144.0
Cleveland State,Wright State,206,406.0,200.0,200.0
Delaware,North Carolina A&T,161,310.0,149.0,149.0
Eastern Kentucky,Jacksonville,134,262.0,128.0,128.0
Florida Gulf Coast,Lipscomb,170,340.0,170.0,170.0
Florida International,Western Kentucky,130,256.0,126.0,126.0
Green Bay,Oakland,128,250.0,122.0,122.0
Hampton,College of Charleston,193,374.0,181.0,181.0
Hofstra,William & Mary,119,238.0,119.0,119.0
Houston Christian,Southeastern Louisiana,104,196.0,92.0,92.0
Iona,Canisius,96,198.0,102.0,102.0
IU Indianapolis,Youngstown State,128,256.0,128.0,128.0
Le Moyne,Merrimack,121,230.0,109.0,109.0
Lipscomb,Florida Gulf Coast,129,256.0,127.0,127.0
LIU,Stonehill,123,240.0,117.0,117.0
Louisiana Tech,UTEP,122,246.0,124.0,124.0
New Hampshire,Binghamton,152,316.0,164.0,164.0
New Mexico State,Sam Houston,139,262.0,123.0,123.0
UNC Greensboro,Chattanooga,128,256.0,128.0,128.0
North Florida,Bellarmine,132,262.0,130.0,130.0
Northeastern,UNC Wilmington,131,268.0,137.0,137.0
Northern Kentucky,Purdue Fort Wayne,121,244.0,123.0,123.0
Quinnipiac,Mount St. Mary's,144,282.0,138.0,138.0
Rider,Niagara,143,284.0,141.0,141.0
Sacred Heart,LIU,125,244.0,119.0,119.0
Saint Francis (PA),Sacred Heart,146,302.0,156.0,156.0
St. Peter's,Rider,119,238.0,119.0,119.0
South Dakota State,Kansas City,141,298.0,157.0,157.0
Stetson,Austin Peay,165,330.0,165.0,165.0
East Texas A&M,Texas A&M-Corpus Christi,127,248.0,121.0,121.0
Texas-Rio Grande Valley,California Baptist,117,222.0,105.0,105.0
Towson,Drexel,137,258.0,121.0,121.0
Troy,Southern Miss,147,280.0,133.0,133.0
Virginia,Pitt,108,218.0,110.0,110.0
Wagner,Merrimack,104,212.0,108.0,108.0
Western Carolina,ETSU,103,192.0,89.0,89.0
Abilene Christian,Utah Tech,142,292.0,150.0,150.0
Arkansas,Kentucky,149,294.0,145.0,145.0
California Baptist,Texas-Rio Grande Valley,130,262.0,132.0,132.0
DePaul,St. John's (NY),160,334.0,174.0,174.0
Grand Canyon,Stephen F. Austin,113,234.0,121.0,121.0
Lamar,New Orleans,127,252.0,125.0,125.0
McNeese State,Northwestern State,104,200.0,96.0,96.0
Milwaukee,Detroit Mercy,158,298.0,140.0,140.0
Kansas City,South Dakota State,121,236.0,115.0,115.0
Omaha,Oral Roberts,166,330.0,164.0,164.0
North Dakota State,St. Thomas,137,266.0,129.0,129.0
Northern Colorado,Eastern Washington,130,258.0,128.0,128.0
Northwestern,Penn State,141,282.0,141.0,141.0
Oral Roberts,Omaha,141,280.0,139.0,139.0
South Dakota,Denver,148,290.0,142.0,142.0
Southern Utah,Tarleton State,131,264.0,133.0,133.0
St. Thomas,North Dakota State,145,294.0,149.0,149.0
Tarleton State,Southern Utah,143,276.0,133.0,133.0
Western Kentucky,Florida International,196,404.0,208.0,208.0
UC-Riverside,UC-San Diego,94,188.0,94.0,94.0
Denver,South Dakota,221,442.0,221.0,221.0
Utah Tech,Abilene Christian,147,300.0,153.0,153.0
Gonzaga,San Francisco,149,300.0,151.0,151.0
Idaho,Northern Arizona,135,278.0,143.0,143.0
Missouri,Texas A&M,136,274.0,138.0,138.0
Montana State,Sacramento State,114,222.0,108.0,108.0
Montana,Portland State,133,270.0,137.0,137.0
Oregon,Arizona State,141,272.0,131.0,131.0
Pepperdine,Portland,131,262.0,131.0,131.0
Sacramento State,Montana State,132,264.0,132.0,132.0
UTEP,Louisiana Tech,118,234.0,116.0,116.0
Cal Poly,Cal State Fullerton,105,208.0,103.0,103.0
Cal State Bakersfield,Cal State Northridge,124,232.0,108.0,108.0
Cal State Fullerton,Cal Poly,123,242.0,119.0,119.0
Cal State Northridge,Cal State Bakersfield,120,240.0,120.0,120.0
UC-San Diego,UC-Riverside,131,264.0,133.0,133.0
UCSB,Hawaii,118,228.0,110.0,110.0
Long Beach State,UC-Irvine,133,276.0,143.0,143.0
Portland State,Montana,118,228.0,110.0,110.0
Saint Mary's,Pacific,104,216.0,112.0,112.0
Georgia Tech,UNC,147,298.0,151.0,151.0
Tennessee,South Carolina,122,238.0,116.0,116.0
Kansas,Oklahoma State,137,290.0,153.0,153.0
Villanova,Marquette,165,320.0,155.0,155.0
Ohio State,Illinois,162,332.0,170.0,170.0
TCU,Texas Tech,163,334.0,171.0,171.0
Utah State,San Jose State,143,280.0,137.0,137.0
Dayton,George Washington,144,300.0,156.0,156.0
West Virginia,UCF,127,252.0,125.0,125.0
Kansas State,Oklahoma,126,254.0,128.0,128.0
St. Bonaventure,VCU,129,260.0,131.0,131.0
Toledo,Western Michigan,151,300.0,149.0,149.0
Houston,Cincinnati,100,206.0,106.0,106.0
Murray State,Illinois State,120,246.0,126.0,126.0
Colorado State,San Diego State,150,286.0,136.0,136.0
Canisius,Niagara,120,252.0,132.0,132.0
Lindenwood,Southeast Missouri State,120,226.0,106.0,106.0
Ball State,Bowling Green State,153,314.0,161.0,161.0
Boston College,Syracuse,155,320.0,165.0,165.0
Central Michigan,Northern Illinois,161,312.0,151.0,151.0
Eastern Michigan,Akron,123,242.0,119.0,119.0
Indiana,Iowa,142,274.0,132.0,132.0
Kent State,Miami (OH),138,274.0,136.0,136.0
Ohio,Buffalo,161,320.0,159.0,159.0
Rutgers,Michigan State,146,298.0,152.0,152.0
Loyola (IL),Saint Louis,139,290.0,151.0,151.0
Ole Miss,Mississippi State,168,348.0,180.0,180.0
Air Force,Wyoming,155,306.0,151.0,151.0
Clemson,Louisville,134,266.0,132.0,132.0
Michigan State,Michigan,143,272.0,129.0,129.0
NC State,Miami (FL),142,278.0,136.0,136.0
DePaul,Seton Hall,111,230.0,119.0,119.0
Gonzaga,Loyola Marymount,150,314.0,164.0,164.0
UNLV,Fresno State,147,284.0,137.0,137.0
South Carolina,Ole Miss,141,276.0,135.0,135.0
Wisconsin,Purdue,144,288.0,144.0,144.0
Texas,Kansas State,115,232.0,117.0,117.0
Stanford,UCLA,140,274.0,134.0,134.0
Washington,Colorado,137,278.0,141.0,141.0
Ohio State,Indiana,143,282.0,139.0,139.0
LSU,Florida,172,344.0,172.0,172.0
UConn,St. John's (NY),141,286.0,145.0,145.0
Arizona,Stanford,153,306.0,153.0,153.0
Houston,Baylor,143,282.0,139.0,139.0
Notre Dame,Pitt,131,262.0,131.0,131.0
Illinois,Nebraska,171,342.0,171.0,171.0
California,USC,148,292.0,144.0,144.0
UNC,Virginia Tech,131,260.0,129.0,129.0
Oregon,Oregon State,124,262.0,138.0,138.0
Washington State,Utah,134,272.0,138.0,138.0
Boston College,Syracuse,138,274.0,136.0,136.0
Butler,Creighton,140,286.0,146.0,146.0
Florida State,Miami (FL),143,284.0,141.0,141.0
Hawaii,UC-Irvine,98,206.0,108.0,108.0
Monmouth,Stony Brook,140,284.0,144.0,144.0
VCU,George Washington,122,244.0,122.0,122.0
Loyola (IL),Davidson,139,282.0,143.0,143.0
Wichita State,East Carolina,123,232.0,109.0,109.0
Georgia,Kentucky,137,264.0,127.0,127.0
Elon,Campbell,88,166.0,78.0,78.0
Indiana State,Illinois State,123,248.0,125.0,125.0
Iona,Rider,187,388.0,201.0,201.0
UNC Wilmington,Hampton,147,312.0,165.0,165.0
Towson,College of Charleston,125,256.0,131.0,131.0
William & Mary,Drexel,137,278.0,141.0,141.0
Arizona,Arizona State,115,214.0,99.0,99.0
Bucknell,American,108,212.0,104.0,104.0
Charlotte,Temple,169,332.0,163.0,163.0
Fairfield,Manhattan,145,284.0,139.0,139.0
Furman,UNC Greensboro,176,350.0,174.0,174.0
Georgetown,DePaul,86,168.0,82.0,82.0
Hofstra,Delaware,141,266.0,125.0,125.0
UIC,Valparaiso,141,288.0,147.0,147.0
Purdue Fort Wayne,Youngstown State,160,310.0,150.0,150.0
La Salle,Dayton,141,284.0,143.0,143.0
Marist,St. Peter's,115,248.0,133.0,133.0
North Carolina A&T,Northeastern,121,234.0,113.0,113.0
Northern Kentucky,Wright State,163,304.0,141.0,141.0
Quinnipiac,Canisius,151,300.0,149.0,149.0
Siena,Mount St. Mary's,129,268.0,139.0,139.0
Tennessee,Missouri,149,314.0,165.0,165.0
Wake Forest,Georgia Tech,113,216.0,103.0,103.0
Milwaukee,IU Indianapolis,154,312.0,158.0,158.0
Northwestern,Wisconsin,112,220.0,108.0,108.0
UTSA,Tulane,139,278.0,139.0,139.0
Tulsa,North Texas,153,328.0,175.0,175.0
Texas A&M,Mississippi State,137,262.0,125.0,125.0
Tulane,Temple,172,346.0,174.0,174.0
Virginia,Clemson,144,292.0,148.0,148.0
South Dakota State,South Dakota,137,284.0,147.0,147.0
Arkansas,Auburn,146,292.0,146.0,146.0
SMU,UAB,141,284.0,143.0,143.0
Villanova,Providence,118,232.0,114.0,114.0
Colorado,Oregon,147,296.0,149.0,149.0
Washington,Stanford,122,242.0,120.0,120.0
UCLA,Arizona,124,254.0,130.0,130.0
USC,Arizona State,144,284.0,140.0,140.0
Utah,Oregon State,102,208.0,106.0,106.0
VCU,Dayton,96,192.0,96.0,96.0
Nevada,San Diego State,136,282.0,146.0,146.0
Campbell,UNC Wilmington,134,268.0,134.0,134.0
Hawaii,UC-San Diego,180,344.0,164.0,164.0
Stony Brook,Towson,161,332.0,171.0,171.0
Northeastern,Monmouth,91,174.0,83.0,83.0
Butler,St. John's (NY),123,240.0,117.0,117.0
College of Charleston,North Carolina A&T,128,250.0,122.0,122.0
Columbia,Brown,163,338.0,175.0,175.0
Delaware,William & Mary,120,222.0,102.0,102.0
FDU,Wagner,115,256.0,141.0,141.0
Hampton,Elon,120,248.0,128.0,128.0
Le Moyne,Stonehill,123,248.0,125.0,125.0
Merrimack,LIU,119,238.0,119.0,119.0
Missouri State,Belmont,127,256.0,129.0,129.0
Sacred Heart,Central Connecticut,111,226.0,115.0,115.0
Southern Illinois,Murray State,155,316.0,161.0,161.0
Valparaiso,Indiana State,135,274.0,139.0,139.0
UIC,Evansville,122,244.0,122.0,122.0
Colorado State,San Jose State,113,224.0,111.0,111.0
Washington State,California,125,248.0,123.0,123.0
DePaul,UConn,166,330.0,164.0,164.0
Ohio State,Nebraska,127,264.0,137.0,137.0
Houston,Texas,148,302.0,154.0,154.0
Iowa State,Kansas State,189,354.0,165.0,165.0
Arkansas,Tennessee,155,316.0,161.0,161.0
Auburn,South Carolina,162,326.0,164.0,164.0
Wisconsin,Indiana,122,244.0,122.0,122.0
Xavier,UConn,126,248.0,122.0,122.0
Oklahoma,Baylor,157,324.0,167.0,167.0
Charleston Southern,Gardner-Webb,162,332.0,170.0,170.0
George Washington,La Salle,120,234.0,114.0,114.0
Lehigh,Bucknell,103,210.0,107.0,107.0
UMass,Rhode Island,150,292.0,142.0,142.0
Queens (NC),North Florida,172,332.0,160.0,160.0
USC Upstate,High Point,103,200.0,97.0,97.0
VCU,Richmond,123,254.0,131.0,131.0
UAB,Temple,158,324.0,166.0,166.0
Belmont,Southern Illinois,150,304.0,154.0,154.0
Bradley,UIC,158,322.0,164.0,164.0
Kansas,Cincinnati,135,274.0,139.0,139.0
Murray State,Missouri State,154,302.0,148.0,148.0
Rice,East Carolina,132,268.0,136.0,136.0
Saint Louis,Loyola (IL),145,296.0,151.0,151.0
Valparaiso,Northern Iowa,153,312.0,159.0,159.0
Air Force,Fresno State,142,294.0,152.0,152.0
New Mexico,San Jose State,123,252.0,129.0,129.0
UNLV,Colorado State,131,264.0,133.0,133.0
Northern Illinois,Western Michigan,112,234.0,122.0,122.0
Army,Boston University,115,230.0,115.0,115.0
Boston University,Army,136,264.0,128.0,128.0
Charlotte,Memphis,121,240.0,119.0,119.0
UNC Asheville,Presbyterian,140,274.0,134.0,134.0
Old Dominion,Coastal Carolina,123,240.0,117.0,117.0
Penn State,Michigan State,152,302.0,150.0,150.0
Presbyterian,UNC Asheville,101,196.0,95.0,95.0
Winthrop,Radford,105,208.0,103.0,103.0
Youngstown State,Robert Morris,164,312.0,148.0,148.0
American,Navy,124,250.0,126.0,126.0
Chattanooga,ETSU,155,310.0,155.0,155.0
The Citadel,UNC Greensboro,137,268.0,131.0,131.0
Clemson,Miami (FL),137,280.0,143.0,143.0
Cleveland State,Milwaukee,139,286.0,147.0,147.0
Colgate,Holy Cross,140,266.0,126.0,126.0
Davidson,George Mason,142,278.0,136.0,136.0
Detroit Mercy,IU Indianapolis,147,288.0,141.0,141.0
Eastern Kentucky,Chicago State,159,310.0,151.0,151.0
Florida Atlantic,North Texas,124,256.0,132.0,132.0
Fordham,St. Bonaventure,152,302.0,150.0,150.0
Furman,VMI,137,272.0,135.0,135.0
Gardner-Webb,Charleston Southern,145,272.0,127.0,127.0
Green Bay,Northern Kentucky,115,236.0,121.0,121.0
High Point,USC Upstate,167,324.0,157.0,157.0
Holy Cross,Colgate,103,206.0,103.0,103.0
Purdue Fort Wayne,Oakland,134,270.0,136.0,136.0
Kennesaw State,Jacksonville,127,266.0,139.0,139.0
Lafayette,Loyola (MD),143,274.0,131.0,131.0
Loyola (MD),Lafayette,127,228.0,101.0,101.0
Mercer,Wofford,133,268.0,135.0,135.0
Navy,American,101,218.0,117.0,117.0
Northern Kentucky,IU Indianapolis,188,386.0,198.0,198.0
Notre Dame,Georgia Tech,113,228.0,115.0,115.0
Providence,Butler,103,202.0,99.0,99.0
Richmond,UMass,128,262.0,134.0,134.0
St. Joseph's,Dayton,120,232.0,112.0,112.0
Seton Hall,Xavier,158,320.0,162.0,162.0
South Florida,Tulsa,119,242.0,123.0,123.0
St. Bonaventure,Duquesne,116,242.0,126.0,126.0
Texas Tech,Oklahoma State,110,244.0,134.0,134.0
Tulane,SMU,116,236.0,120.0,120.0
Tulsa,UTSA,144,284.0,140.0,140.0
Wright State,Youngstown State,124,248.0,124.0,124.0
Loyola (IL),St. Joseph's,123,230.0,107.0,107.0
Maryland,Iowa,144,282.0,138.0,138.0
Northwestern,Purdue,122,240.0,118.0,118.0
Utah State,Boise State,130,256.0,126.0,126.0
Arizona State,Oregon State,140,282.0,142.0,142.0
Nevada,San Diego State,143,280.0,137.0,137.0
Samford,Western Carolina,150,310.0,160.0,160.0
Wyoming,Utah State,160,320.0,160.0,160.0
Fresno State,UNLV,132,264.0,132.0,132.0
Houston,Iowa State,138,274.0,136.0,136.0
Texas A&M,LSU,139,280.0,141.0,141.0
Illinois,Indiana,152,312.0,160.0,160.0
UConn,Creighton,126,244.0,118.0,118.0
Duke,Notre Dame,132,258.0,126.0,126.0
Lafayette,Colgate,129,256.0,127.0,127.0
Temple,Tulane,121,230.0,109.0,109.0
Alabama A&M,Arkansas-Pine Bluff,126,246.0,120.0,120.0
Alabama State,Mississippi Valley State,107,210.0,103.0,103.0
Alcorn State,Florida A&M,147,302.0,155.0,155.0
Jackson State,Bethune-Cookman,121,244.0,123.0,123.0
Chicago State,Indiana-Northwest,163,328.0,165.0,165.0
Howard,South Carolina State,120,248.0,128.0,128.0
Maryland-Eastern Shore,Coppin State,124,246.0,122.0,122.0
Norfolk State,North Carolina Central,116,236.0,120.0,120.0
Prairie View,Grambling,119,238.0,119.0,119.0
Texas Southern,Southern,120,242.0,122.0,122.0
Delaware State,Morgan State,138,272.0,134.0,134.0
Incarnate Word,East Texas A&M,148,276.0,128.0,128.0
Southeastern Louisiana,Lamar,149,296.0,147.0,147.0
Virginia Tech,Virginia,116,244.0,128.0,128.0
College of Charleston,William & Mary,122,252.0,130.0,130.0
New Orleans,Nicholls State,166,340.0,174.0,174.0
Texas A&M-Corpus Christi,Northwestern State,133,276.0,143.0,143.0
Texas,Kansas State,118,236.0,118.0,118.0
UConn,Villanova,132,266.0,134.0,134.0
Baylor,Houston,158,310.0,152.0,152.0
Arizona,Washington,166,330.0,164.0,164.0
UCF,Texas,143,292.0,149.0,149.0
Tennessee,Texas A&M,137,284.0,147.0,147.0
Iowa State,West Virginia,135,268.0,133.0,133.0
Wake Forest,Duke,162,320.0,158.0,158.0
Kansas,Texas,153,306.0,153.0,153.0
Virginia,UNC,98,202.0,104.0,104.0
Illinois,Iowa,180,348.0,168.0,168.0
Kentucky,Alabama,212,404.0,192.0,192.0
Georgia,Auburn,173,342.0,169.0,169.0
Pepperdine,Gonzaga,116,222.0,106.0,106.0
Saint Mary's,San Diego,150,296.0,146.0,146.0
Fresno State,San Diego State,114,226.0,112.0,112.0
Ole Miss,South Carolina,131,258.0,127.0,127.0
Arizona State,Washington State,134,280.0,146.0,146.0
Creighton,Villanova,148,298.0,150.0,150.0
UNLV,Colorado State,126,254.0,128.0,128.0
West Virginia,Baylor,131,268.0,137.0,137.0
Oklahoma,Oklahoma State,147,284.0,137.0,137.0
UCF,Texas Tech,136,280.0,144.0,144.0
Florida,Vanderbilt,141,282.0,141.0,141.0
Columbia,Princeton,132,270.0,138.0,138.0
Kansas State,BYU,158,306.0,148.0,148.0
Albany (NY),UMass-Lowell,98,182.0,84.0,84.0
